,text,user,location,Sentiment_Polarity,Expression Label
1871,@realDonaldTrump 250K American’s blood on your hands... how dare you risk millions more by not allowing a safe secure transition?? Our enemies applaud your inaction... and you are an epic failure. @CNN,mamafriedman,,0.197222222,positive
1872,"@thefisherbee @emsqre @realDonaldTrump @BrianKempGA Massive and unsolicited mail-in ballots in key states?
Allowing votes to roll in several days after Election Day in certain states?
Four years of hatred of Trump by virtually every establishmentarian, including those with massive power?",rmgeller,"Austin, TX",0.042857143,positive
1874,"@realDonaldTrump @PeteHegseth @seanhannity So far betting against you works: Trump Airline, Trump Beverages, Trump: The Game, Trump Casinos, Trump Magazine, Trump Mortgage, Trump Steaks, Trump Travel Site, Trump Comms Co, Trump Tower Tampa, Trump University, Trump Vodka, and now Trump 2020. #WorstPresidentEver  #Concede",SJM1761,"Calgary, AB, Can",-0.15,negative
1875,@jaketapper @realDonaldTrump Really scraping the bottom of the barrel there Donnie.....😂😂😂,Cynthia44122102,,0.2,positive
1877,@realDonaldTrump It can’t be the most secure election and rigged at the same time. #moron,SKAuringer,"Kelowna, BC",0.025,positive
1883,"@realDonaldTrump ""The Failing New York Times""",BroadnPattison,"Highlands, NJ",0.136363636,positive
1887,"@realDonaldTrump @PeteHegseth @seanhannity Just listen to your president everybody... It will work out, even when it seems like it won't Hold the Line it will work out. Many moving parts all at once. We are only seeing the hands on the clock, we have no idea how many gears are in the box. https://t.co/mtB9GHo7MK",Angel311113,,0.333333333,positive
1888,@realDonaldTrump CISA funded an independent third-party to develop an open-source election auditing tool for voluntary use by state and local election officials. (Note: The previous sentence was updated 9 November 2020.) CISA does not audit elections and does not have access to the tool as states,tim_wales,,-0.055555556,negative
1890,"@realDonaldTrump Keep up the fight! 

I am very grateful to have you as my leader, Sir.

P.S. I love that the fact checkers ""official sources"" are just 
NBC lol.",Guitarinabar2,,0.5,positive
1891,RT @tedlieu: Dear @realDonaldTrump: Your lawyers didn’t even make your ridiculous argument. And the ones they did try were all rejected by…,Duke_of_QF,"Northern California, USA",-0.333333333,negative
1894,@DanScavino @realDonaldTrump Are you reminiscing about what you did wrong? Does this mean you’re getting ready to concede? Or are you just living in the past wondering how much longer you can hold on before looking like a fool? News flash. You do. Concede. You lost.,RaeBuhl,,-0.1325,negative
1896,"RT @davidchapman141: .@realDonaldTrump should hold a press conference on the legal battle &amp; recount effort, but only invite local reporters…",alessiorescigno,Shanghai,0.066666667,positive
1898,@slim_reaper2k @realDonaldTrump Hate to bust your bubble but youre wrong!  He’s the biggest Loser!!!!!💯,SPT99332503,,-0.7125,negative
1902,@realDonaldTrump @PressSec Truly enlightening,yukonjack2u,in the world ,0.3,positive
1903,"RT @thevivafrei: The irony is that people calling @realDonaldTrump a “toxic little man”, or whatever variation they have formulated on thei…",TheLibertyGhost,At a bar drinking whiskey,-0.1875,negative
1904,"@sal_zel789 @TheRealHoarse @realDonaldTrump You weren't on the ballots. Trump's lead was insurmountable with the percentage of votes already counted on election night, short of a statistical anomaly or massive fraud. For it to happen not in just one state but 5-6, it's impossible. Humans are not monolithic to such a degree",MicBlades1,,-0.166666667,negative
1910,"Fraudulent mail-in ballots can't put up a fight, but 71 millions angry voters are unstoppable. Just saying... https://t.co/iiDuH6R5cl",aroguerperez,,-0.5,negative
1911,"@RonnieW15185551 @realDonaldTrump If he did exist, he would not be able to travel that far on a donkey all the way to the USA.",Soon_tm,The internet,0.3,positive
1912,"@realDonaldTrump @BrianKempGA ""Everyone knows that we won the state.""

You mean everyone with the last name trump, right? Because the rest of us, no.",sharonwhotweets,United States,-0.008928571,negative
1913,@gia23041699 @Kristin53317358 @RealPastaGod @LabyrinthWeaver @realDonaldTrump Lol free speech does not equal disingenuous information to fit your narrative,skeeskee885,NY ,0.4,positive
1914,"@real_defender @realDonaldTrump @PeteHegseth @seanhannity 9/11 Commission Report stated...
A smooth transition of government is extremely important.
All adversaries look for times of weakest.
Even though #Trump is besties with the worst people leading are nations enemies.
They are playing Donald.
Donald thinks they're friends",Dolphfinn33,"Rancho Cucamonga, CA",-0.066666667,negative
1915,My PRESIDENT!!! We love you!!! I love you!!! @realDonaldTrump thank you for EVERYTHING!!! https://t.co/pDQJUDquaR,omgits__jay,"California, USA",0.98828125,positive
1917,"@kylenabecker @realDonaldTrump That’s so bad,",Richardc832,,-0.7,negative
1920,@realDonaldTrump five...point... two... million... votes more. Three...oh...six electoral votes. Same figure considered to be a “landslide” in 2016...,pliniorspereira,Sao Paulo,0.25,positive
1923,"@piersmorgan @realDonaldTrump Well with whistle blowers still coming forward, over 100% turnouts, refusal to allow poll watchers biew the counting, boards being put up so no one can view into the couting room snd soo much more... think he has good reason",JackNap21381328,clown world,0.6,positive
1924,@ScottBaio @HillaryClinton @realDonaldTrump How about you stand up to trump and speak out about his lack of leadership not only for not upholding the constitution and a peaceful transfer of power but ignoring this out of control pandemic. What will it take for you to open your eyes.,bravoch75918543,,0.083333333,positive
1926,"@realDonaldTrump WOW!!

You lost the election.

Landslide. Crushing Defeat.

Loooooooooser !!!!",pres_biden4,,0.56640625,positive
1930,"@PrekMisswimby #WhiteSupremacist BS.
53% of Republicans Voted FOR @realDonaldTrump 🇺🇸

45% of Democrats Voted FOR  @JoeBiden 🇨🇳
The difference?
~1/2 &amp; 1/2  BUT there is a -8% Right?
In order to pass my socialist agenda.
I would NEED to Pander. Lie. Steal. &amp; Cheat.
#BlackTwitter

&amp;That They Did.",camayusa1,🦅OneNationUnderGod🇺🇸🦅🇺🇸 ,0.285714286,positive
1932,"@gtconway3d @realDonaldTrump Whoa! Have you met this narcissistic ahole? Yeah, you have. Get REAL!",vigilantegranny,,0.25,positive
1935,"@realDonaldTrump Still in denial! Very sad, very pathetic!  Trump is hurting the national security &amp; the health of his base &amp; entire country by not allowing the transition process to go forward with Biden. Trump is a small, petty, vindictive man, who only cares about himself, not our country!",tlk19812,,-0.45,negative
1936,"@FredHar83011179 @johnpavlovitz @realDonaldTrump Well typical American attitude. Good luck with Creepy Joe! He may not last the 4 years, so goid luck with Kamala...",estoppel_z,India,-0.018333333,negative
1937,He’s tweeting crap like this while he’s silently withdrawing and/or losing all his cases in court. https://t.co/EhyO2zyK3h https://t.co/B2G4tWd2HD,annalisaangela,walt disney world,-0.4,negative
1938,@realDonaldTrump ha ha ha ha who’s Ted Cruz again ? Go away ! #PresidentElectJoeBiden it’s final . We have a new leader and it’s not @realDonaldTrump thank god!,EXOTICVIV,"Los Angeles, CA",0.085227273,positive
1939,RT @RexHuppke: This account is now being run by a random word generator that recently fell down a flight of stairs.,DerekJohnBryant,"Thornton in Bradforddale, UK ",-0.218518519,negative
1943,@realDonaldTrump @BrianKempGA Trump is a bad loser.,JacksonIrai,,-0.7,negative
1944,@GeraldoRivera @realDonaldTrump Quit being an enabler! Disgusting. I wish 1-20-2021 would hurry up and get here!,NancyRiddel,Saint Charles Missouri,-1,negative
1945,RT @HollyGeorge2: @LouDobbs @SidneyPowell1 @realDonaldTrump Thank you both!! Expose them and destroy the corruption 🙏🏼🙌🏻,IvyNimble,"Junction City, OR",-0.2,negative
1946,"RT @danielsgoldman: Even if successful — which none have been — @realDonaldTrump’s lawsuits cannot reverse the election results. 

In other…",dbactnow,Sarasota springs,0.75,positive
1948,"RT @RepThomasMassie: There was never a bad time, but now would be an excellent time for @realDonaldTrump to pardon @Snowden, pardon  #Julia…",jorville,"Honolulu, HI",0.675,positive
1949,RT @SenKevinCramer: President @realDonaldTrump’s executive action protects our investors and ensures American dollars aren’t funding Chines…,KarmaOnPopo,,0.05,positive
1950,@realDonaldTrump you're fired on January 20th make sure you don't return,tdog_timmy,,0.25,positive
1951,@DavidWohl @realDonaldTrump Maybe the justice system will be nice and Trump can share a prison cell with your son.,mehmaybenot,,0.6,positive
1953,@w_terrence @realDonaldTrump Sorry about my language but fuck no! He couldn’t even get 10 people to show up to a rally!!!,MudandMascara55,,-0.73828125,negative
1955,"The ""Karen's"" all angry because their king @realDonaldTrump couldn't fully destroy democracy in US, claiming they're moving to Canada. HA HA. Do these bitches know we have universal Healthcare, you can't buy guns at @walmart &amp; they're not welcome here?! @FoxNews break this one.",IAm_Igo_,"Vancouver, British Columbia",-0.3,negative
1957,"@michaeljburry @realDonaldTrump If you were designing a program to randomly change R's to D's, wouldn't you also include a time-on and a time-off, and also camouflage that switch?",thesteadyroller,San Francisco,-0.5,negative
1958,@RepDougCollins @realDonaldTrump You’re one of the worst Trumpublicans! He lost! https://t.co/c6F3wfVVtB,MSG_MILES,Texas,-1,negative
1959,@realDonaldTrump What are you talking about. You are not making any sense any longer. That’s actually good for the American people bc you are on your way out! Biden didn’t win - you LOST!,marciousc,"Charlotte, NC",0.566666667,positive
1961,"RT @TranslateRealDT: STILL 5,000,000 FEWER LEGAL VOTES THAN BIDEN!",maggierose465,,0.25,positive
1962,"@realDonaldTrump 245,0000 dead Americans.
#TrumpFailedAmerica",irQ,,-0.2,negative
1964,RT @TheDiva757: @realDonaldTrump Really?,AlBecerra2,,0.2,positive
1965,@IvankaTrump @realDonaldTrump Thank you @NYGovCuomo  for being the first to come up with this plan to help local farmers in NY  @JoeBiden  @KamalaHarris  #BidenHarris  #TransitionNow,RoseMissingPets,,0.125,positive
1966,"RT @BrianKarem: Over heard at the WH: ""We haven't seen lame duck a l'orange all week. Maybe he's still marinating."" @realDonaldTrump",GRITS19511,"North Carolina, USA",-0.5,negative
1968,@realDonaldTrump Okay but are we really gonna listen to the Zodiac Killer?,Cobblenation,,0.35,positive
1969,"@itsJeffTiedrich @realDonaldTrump The commonwealth voted for Joe, a**hole.  And convincingly I may add.",PNWWestCoast,"Pacific Northwest, USA",0.5,positive
1971,"RT @KevinHarley5: With what is happening in the Pennsylvania court, it is becoming quite clear the @JoeBiden is about to officially lose hi…",CrazyWorldTweet,,0.275,positive
1974,@DanScavino @realDonaldTrump Kind of fitting a golf course is shown before the American public. Ego before everythingwith Trump.,edhere7,"Delaware, USA",0.275,positive
1976,"@OlDocWheezer @CatoMinor3 @SebGorka @realDonaldTrump @Geoffyoungrepub I get it you support bidden I support Trump, and if what you say is true and bidden so great, why will he not ask for things to be checked, after all you say he won, what does he have to lose? A lot he knows he would lose. I think the worst thing is how he sold US out to China",Vicky16981564,,0.05,positive
1977,"RT @TheDemCoalition: ""Every day Trump looks more and more like yesterday's man.""

cc: @realDonaldTrump

#TrumpConcede

https://t.co/2JFd23A…",o71096,"Ålesund, Norway",0.5,positive
1980,"RT @the_resistor: @realDonaldTrump @PeteHegseth @seanhannity Excuse me, Mr. President @realDonaldTrump 

Sir, You've LOST your Re-Election…",balls_claire,,-0.05,negative
1981,@spik_james @realDonaldTrump 1/2 which could easily have killed millions as it far deadly then COVID. Death toll from Ebola 3 Americans.,cookiew89516692,,0.033333333,positive
1983,"@CuomoPrimeTime @ChrisCuomo @ChrisCillizza Katie Johnson, please, please, PLEASE refile your child rape lawsuit 1:16-CV-04642 against Trump and Epstein (posthumous). Do not let Trump win. I will donate $500 to your legal and protection fund if you do! @LisaBloom @SDNYnews @realdonaldtrump https://t.co/Gj0nlgw6K5",Orange86Illini,"Blue Part of Los Angeles, CA",0.525,positive
1984,"RT @TranslateRealDT: STILL 5,000,000 FEWER LEGAL VOTES THAN BIDEN! https://t.co/97FNLNbkfH",StefanDz11,,0.25,positive
1985,RT @ProjectLincoln: Today would be a beautiful day for @realDonaldTrump to concede.,soniajesq,Texas!,0.85,positive
1987,"@Sublux8tor @WestergrenJon @JonArchie1 @realDonaldTrump @DabblesMandy Okay, sorry that took so long lol! I decided to just type it up and screenshot it so you didn't have to read through countless replies lol! Nevertheless, here it is! Thanks again so much for allowing me to share my beliefs with you! That was awesome! https://t.co/wuV8tK0esr",S05467397,,0.377777778,positive
1988,"@realDonaldTrump @PeteHegseth @seanhannity Every person who lied , aided and helped needs to go to jail. Make examples of these crooks .",tammyclayburn,United States,-0.1,negative
1989,RT @tedlieu: Dear @realDonaldTrump: Hate crimes surged against Asian Americans this year. You added fuel to the fire by making racist state…,Enrico056,"Mesa, AZ. via Chicago,IL. ",-0.4,negative
1993,"@DanScavino @realDonaldTrump So proud of your astronomical accomplishments during your term! You are such an inspiration! Never let any loser steal your joy, that is what they want. Don’t give them the acknowledgment! Keep your vision strong! You will persevere&amp;come out stronger for it",Alexis69195830,,0.635416667,positive
1994,RT @bigashwag: @EOjinnaka @ChelseaClinton @realDonaldTrump Hopefully she was this angry when she found out about her father's trips to Epst…,VictorsDaughter,,-0.5,negative
1995,"@AndrewLeaver7 @SKMNotAmused @IvankaTrump @realDonaldTrump There’s no sort of about it. It just is.   It’s anodyne socialism for folks who are afraid of the word socialism because they don’t know what it means, but love the word capitalism for the same reason.",CatherineNacol,Texas & a tiny French village,-0.033333333,negative
1996,"RT @Jim5143: @KamVTV @GabrielSteel6 I really hate to point out the obvious, but all these wins and @realDonaldTrump didn't win? Like I said…",racerbluegold,Heart of RacerNation,0.075,positive
1997,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers an update on Operation Warp Speed https://t.co/6UQ0SZMsCQ,revnkelker,"Lincoln, NE",0.136363636,positive
1998,"@VetforT @realDonaldTrump @PeteHegseth @seanhannity Arizona: dropped 
Pennsylvania : thrown out 
Nevada: not contested 
Michigan: nothing 
Wisconsin:  nothing 
Georgia: nothing thus far- was called tonight",Hatsheup,,0.1,positive
2000,They also flooded your fraud hotline to the point where it had to be shut down! Buh Bye! https://t.co/9T0tLuaf8x,cathy_morillo,"Port Charlotte, FL",-0.243055556,negative
2001,@dave_jenkins @RotGut9 @johnfrendo @imjdsharp @realDonaldTrump So... it's ok for dead folks to vote?,SCOTUSrules,,0.15,positive
2002,"RT @Silenced777: Have fun joining Hitler, Stalin, Osama Bin Ladin, Saddam Hussein, Ted Bundy, Charles Manson, and Jeffrey Dahmer in hell on…",guy_mcdude,ShitsVille USA,0.3,positive
2003,"RT @realDonaldTrump: These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https…",FriskeyGrace,"Littleton, CO",0.15,positive
2006,@jallenyo @unrealbill @BlueTsunami5 @realDonaldTrump No.  We are just tired of hearing about a nothingburger.  How bout trump fronts the millions it’ll cost to recount if he’s so sure?  I don’t want to pay for a recount that won’t reveal anythi@f,ADHDeezNuts,"Florida, USA",0.05,positive
2007,"RT @TheRealHoarse: @realDonaldTrump I love that Twitter has moved on to just tagging you with “Nah, you lost.” https://t.co/F0Sj0TcX1P",KatyVotingBlue,,0.5,positive
2009,@realDonaldTrump I win Mars!,Hey_Dae_Dae,The Moon,1,positive
2010,the mental illness of it all https://t.co/pglMjnkrKo,maetylerrr,,-0.1,negative
2011,Congratulations on your reelection President @realDonaldTrump! I know the next 4 years will be great as we continue with an America first agenda. May God bless you and keep you safe...,CraftsLeslie,,0.3875,positive
2013,"I am sick to my stomach hearing these two losers @camampour &amp; @MaryLTrump attacking the Best President the USA will ever have @realDonaldTrump.  
How sad that these two women are spewing so much hate just because the evil left bought their tongues and souls. https://t.co/zcXIg5VHoh",CalderMay,"KB, Florida, USA",-0.316326531,negative
2015,"@realDonaldTrump Yeah. The voters voted, and you lost! Also, his wife is so ugly, amirite? Didn’t his dad kill a lot of people around San Francisco in the 70s? #TakeTheL",WillisWasabi,"Toms River, NJ",-0.7,negative
2016,"@realDonaldTrump Exactly the same?

Did you go back in a time machine and lose then, too?

#KingOfTheDumb
#ConcedeNowTrump",RamonLargo1,,0.083333333,positive
2017,"@skennedy8975 @jolohaga @jasonrapert @drmikemurdock @realDonaldTrump Well aware of the philosophers “wager”. Basically what have you got to lose  I said earlier. I, not the one who desires to debate this with you. My earlier comments were intentional because I knew how you would respond. Although I expected “would a Christian tell someone to ...””",tonypopejoy212,"Woodside, Queens",0.03,positive
2018,@FLXR98 @realDonaldTrump Me too. Mental illness is a beast of a thing😕,DocRuak,,-0.1,negative
2021,RT @PARISDENNARD: ICYMI: Add 2 more Republicans to the #GOP House flip tally tonight because @YoungKimCA just beat her Democrat incumbent i…,Saunders_Eric,,0.5,positive
2024,"@TomFitton @LouDobbs @realDonaldTrump You mean by the judges he seated?  Oh, no 😨 /s",DawnWil43359455,,-0.3125,negative
2025,"@realDonaldTrump First it was voter fraud, fake ballots etc. Today it was the software used. Which is it?",mcirak,"Durham, NC",-0.125,negative
2028,"#BidenLandslide Biden's electoral votes = the tally  Trump achieved over Hillary in 2016. @realDonaldTrump #BenedictDonald referred to that as ""a landslide"". #MAGA2020LandslideVictory my ass!!! ROTFL!! Fuck you, #MAGA assholes!! #MAGATears",hello_already,,-0.625,negative
2029,"@realDonaldTrump 240k + dead and counting
YOU WIN
a trophy in the shape of a tombstone",Rubychirp1,,0.3,positive
2031,"@zelley @ProjectLincoln @realDonaldTrump Ok, I got it! Pageant of the Masters in Southern California- The art comes alive!!",laurieharkins29,"San Clemente, CA",0.260416667,positive
2032,"@DanScavino @realDonaldTrump So many thanks to Biden supporters❤️

All people in US should compete for a job, regardless of their race or country, 

an American shouldn’t be in front of an Indian in the queue if the indian is a better employee🙏 justice for all ❤️#BidenHarris2020 #socialism ❤️🙏👍👍👍",el_hj_di,India and US,0.3,positive
2033,"RT @jczman: @AliVelshi So, if I have this right, @realDonaldTrump is Zero for 5 in Philly?
But, still tweeting out that he won PA.
He's cle…",Christie70C,,0.285714286,positive
2034,"@JennyLo345 @sanaonline__ @realDonaldTrump @PeteHegseth @seanhannity Until the next Republican president, who the mainstream media will unfairly demonize. Fortunately, Trump has dealt a serious,  and perhaps irreversible blow to the media's credibility.",Charles4Freedom,,-0.108333333,negative
2035,@DanScavino @realDonaldTrump Lol @ your slow motion bullshit propaganda,EricAnd56759863,,0.133333333,positive
2036,@realDonaldTrump Honestly dude r u even trying,dajerseyboy,Your gateway to the plains,0.6,positive
2037,@realDonaldTrump This is how the Communist took over Venezuela while the Hollywood Elites ran down there and Praised Hugo for his Great Leadership. Take a look a that great Country today.  Millions of votes have been stolen. The main stream media and the Communists will fail. Thank you Sir.,JerryLHenderso1,,0.222222222,positive
2041,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",awelab1956,"HillaryVillage, CA",-0.1,negative
2042,@KatMeanJean @realDonaldTrump @FoxNews Wow more lies,yayakathie,,0.3,positive
2043,"RT @Foundya11: @mikeroman @realDonaldTrump This was expected,and I'm sure not only them but also high rank officials across the Trump campa…",judywbarker,"Georgetown, TX",-0.035,negative
2045,RT @neal_katyal: This is his best legal claim yet.,JACS1924,California,0.6,positive
2046,"@DanScavino @realDonaldTrump Naturally, no credit to Rudyard Kipling. 
Just one more thing you’ve stolen from someone else to pervert its meaning for your own narcissistic propaganda. 
Bottom line: You were exactly the opposite of the character of a man he wrote about. 
YOU will never be a man.",LCWLAW1,Mississippi ,0.2,positive
2050,@Redneck_Elite @realDonaldTrump If you don’t understand then you should take your own advice and listen to him because you’re clearly not. Also you can find it all on his Twitter. That’s not how a president acts..,MollyKW24,"Chicago, IL",0.275,positive
2052,"@realDonaldTrump 
This  is more what We expected 
Win after Win after Win. 
Never wanted to lose.",JIMMY1STSMITH1,,0.56,positive
2054,@San_Diego_Steve @RichAzzopardi @realDonaldTrump @NYGovCuomo Joe recently said that Hunter is the smartest guy he knows.   That means Joe's top scientists and experts are dumber than a crackhead.  That doesn't instill much confidence in Joe's COVID-19 experts.,tangledshadows,,0.233333333,positive
2056,@thejtlewis @realDonaldTrump This dude really just retweeted his own bullshit lmao,distressmyrest8,,0.466666667,positive
2058,@DanScavino @realDonaldTrump Um this whole feed is insanity. Someone needs to remove you from office ASAP.,paula_mceneaney,,0.2,positive
2061,"@RepDougCollins @realDonaldTrump Well, nicely done, Doug!",voltairesghost1,,0.75,positive
2063,@rreczulski @HKrassenstein @realDonaldTrump You're wrong again Robert what's damaging the US is the media and sheep like you who is mad about a president that puts America first.. They voted to crucify Jesus and let the criminal Barabbas go free..,bigkebb,,-0.175,negative
2065,"@DanielLMacy @realDonaldTrump This wasn't a free and fair election, that's the point!",pncroberts92,,0.6375,positive
2067,"@RepDougCollins @realDonaldTrump He lost. So did you. Life is hard, but the big boys and girls understand that. Maybe you will soon.",TrumpIsARatFkr,,-0.145833333,negative
2068,"@xanthas11 @LouDobbs @SidneyPowell1 @realDonaldTrump Please, you probably wouldn't be able to understand them if you saw them. All you simple minded sheep need your rulers to tell you what you think. Baa! Baa! Baa! Ridiculously obtuse and simple.",kristygwin3,,0.041666667,positive
2070,"RT @realDonaldTrump: These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https…",AunnaHaleYazza,Arkansas ♥️🐗🏀,0.15,positive
2071,"@realDonaldTrump You mean the DHS, which you oversee?",BetterDaysComi2,,-0.3125,negative
2072,@DanScavino God Bless our President @realDonaldTrump and the United States of America 🙏 we win! 💥,M_Bianka1,United States,1,positive
2075,"@CrueRussel @realDonaldTrump That’s a good question. Maybe, just maybe, is it possible that there’s no fraud and that’s why no one has been arrested ? Besides only a loser who can’t accept defeat can claim fraud because it doesn’t favour him.",sheldoncrasto88,"Detroit 
",0.233333333,positive
2076,"@realDonaldTrump Crooked Donald is the worst (and biggest) loser of all time. Hé just can’t stop, which is so good for the Democratic Party. Donald get on with your life and give it another try in four years!",plato41122734,,-0.041666667,negative
2078,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",InkyNoir,,-0.1,negative
2079,"@DanScavino @realDonaldTrump We should spend time thinking of those who suffer from a lost and get together to try to fix things while waiting for President Biden to arrive.
Listen to science and do as they say.
GIVE LOVE TO EACH OTHER INSTEAD OF GIVING TRUMP ANY IMPORTANCE! https://t.co/ty3z4WavdT",Danoux0,Home sweet home!,0.171875,positive
2081,"RT @realDonaldTrump: These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https…",BlackSuit78,,0.15,positive
2083,"@realDonaldTrump @PeteHegseth @seanhannity I think you lose your mind ! you say every vote must be counted, during the election you said : « Stop The count » Mr former president try to be a little bit coherent please.",LOAmadou7,,0.104166667,positive
2085,@realDonaldTrump There’s still more happy people cheering Biden than Trumpeters crying.  So again. YOU LOST.,patrickcharett6,,0.366666667,positive
2088,@ohsummerbw @GeraldoRivera @realDonaldTrump Oh I know I know I know I know! The orange man tan that he uses will probably no longer be available because it’s never going to be used again! @StephMillerShow @chelseahandler @iamsambee,Cherylmmmm,"Naperville, IL",0.5,positive
2090,"RT @TranslateRealDT: STILL 5,000,000 FEWER LEGAL VOTES THAN BIDEN! https://t.co/97FNLNbkfH",CC4Truth,,0.25,positive
2091,@realDonaldTrump You lost you idiot,SeanTurcotte41,,-0.8,negative
2092,"@realDonaldTrump @PeteHegseth @seanhannity They have been counted , every one of them . If you have a problem call your hot line!",freedomrisers,,0.3125,positive
2094,"@DanScavino @realDonaldTrump Oh, one of the reckless events which killed many people. Cool.",jaytheking,Second Vermont Republic,0.216666667,positive
2095,@JennaEllisEsq @realDonaldTrump @billmaher Nice teeth! Too bad you you’re on the wrong side of history.,LucianFick,Los Angeles,-0.15,negative
2096,"@mmpadellan @MMFlint @MichaelRapaport @realDonaldTrump 
Please forgive me if I can't forget that he called our service men and women losers. This p.o.s. needs to get out of the White House so it can be fumigated for @JoeBiden and @KamalaHarris",justhefactsplz,"Indiana, USA",-0.1,negative
2098,"@YorubaWomen @realDonaldTrump ITS CRAZY, RIGHT!!!",eDarryl99,Bmore Md,-0.020982143,negative
2099,"RT @RepThomasMassie: There was never a bad time, but now would be an excellent time for @realDonaldTrump to pardon @Snowden, pardon  #Julia…",RepOfTruth,United States,0.675,positive
2101,"@realDonaldTrump @PeteHegseth @seanhannity Your supporters love you, you should be proud of that and thank them instead you manipulate them and abuse their lack of knowledge for a shit show you can't win. You little bitch @seanhannity  will drop you at some point because he  can't continue without los his creditability.",Ya19Mar,,0.3425,positive
2102,@MikeBrewer44 @maximus420k @JoeBiden @realDonaldTrump Electoral College = Good.,ChiTownTiger,Northland - Top of the country,0.7,positive
2103,@realDonaldTrump Dude give up already. You lost now go the fuck away. Move to Russia you piece of shit.,TroyanChris,"California, USA",-0.3,negative
2105,@DanScavino @realDonaldTrump Go ahead and show us again how the COVID-19 Spread and the thousands of life’s that are sick and dying!,quanyin1954,Wherever I am,-0.892857143,negative
2109,@SidneyPowell1 @realDonaldTrump @RudyGiuliani @BernardKerik @replouiegohmert Bless your heart ❤  in a good way 😘,Jrock0328,,0.7,positive
2111,"@DanScavino @realDonaldTrump ""WE THE PEOPLE"" HAVE LOST OUR VOICES!

""WE THE PEOPLE"" DEMAND OUR OWN SEAT!!

THE DEMOCRATIC TERRORIST PARTY HAS COMPLETELY DEMONSTRATED THAT VIOLENCE IS THE ONLY WAY!!

WE WANT OUR SEAT OR WE WILL TAKE IT!!",UncleJo99422004,,0.345833333,positive
2112,@Jennife90117914 @ChristineNeuen @Harnesshealth @SpicyPurritos @Goin4sane66 @STfrmedia @LadyAg72 @DebM01279692 @Chronic_FLKeys @VCoast @nyxpooka @kathleenaie @JoeAllenNewman @hope411adcock @MichaelNey19 @Russell14779118 @FollowingForFu2 @headdock @bluelilly40 @amylorrainelong @Ledhedd @LindaMDickson3 @chelseakenna @PainPtFightBack @fightpaindaily @StaceyF62 @shoegalhms @ibdgirl76 @lockedoutofvenu @JeffreyFudin @WizardPuzzle @kaake_rn @aander1987 @debg_deb @GEugenics @CPPCommunity3 @JSG_54 @jmkillingnyc @ravensspirit68 @Angelsgal02 @donnelsonguy @Tootwisted40 @purplemamabear @tal7291 @CMerandi @NickCarlin6 @JillPiggott @jillyannjiggs @Enough212 @realDonaldTrump Poor kitty!! 🙀 😆😂,StopBadDocs,United States,-0.625,negative
2113,@Yasmin08795277 @EMFMoxley @LeGoat_SZN @realDonaldTrump There were no illegal votes. One guy lied in the post office and he admitted it. Trump hates to lose so he is stretching out because he is an ass. He basically said he doesn’t care about the virus. By saying that I wonder if cares about America or does he only are if he wins.,Dickie70817695,,0.183333333,positive
2115,"@murray_nyc @realDonaldTrump @PeteHegseth @seanhannity Dead vote, double vote, lying vote, mama’s vote, fried vote, meth vote, sautéed vote, baked vote, etc...you get it! https://t.co/N5jEsE4rbv",kimtchr,"Evans, GA",-0.1,negative
2116,"@HamillHimself I'm extremely sorry to disappoint you, Mr. Hamill, but there is a recount in the works, and @realDonaldTrump is winning. I'm so sorry. Then again I don't know your political ground.",17Megatron9,,-0.125,negative
2117,@WashburnThom @BrianKarem @realDonaldTrump You are welcome,1219ddenney,,0.8,positive
2118,@DragAurora @sanaonline__ @realDonaldTrump @PeteHegseth @seanhannity You forgot your northern neighbours! We all breathed a HUGE sigh of relief November 7th. 🇨🇦,tollyworth,,0.4,positive
2119,RT @atrupar: Trump has resorted to making evidence-free assertions about Georgia Republicans (members of his own party) conspiring to defea…,trengerkaffe,,0.6,positive
2122,"@realDonaldTrump @PeteHegseth @seanhannity As @realDonaldTrump refuses to concede, his agencies awkwardly prepare what they can for a @JoeBiden transition

https://t.co/1qbVqmEXs8",RecordLina,,-0.6,negative
2123,"@ChappellSteven @WestergrenJon @realDonaldTrump @DabblesMandy But all we like sheep have gone astray, he’s a sinner loved by the same God that you and I are. I don’t condone his lifestyle but I agree with SOME of his politics not all.",JonArchie1,"East Prairie MO, BR549",0.35,positive
2125,@DPWIMM @realDonaldTrump @PeteHegseth @seanhannity No !!!!!!! You may not like the man but look at the other choice that’s NOT BETTER AT ALL,GonzalesDawn,"Florida, USA",-0.1875,negative
2126,@sold @TomiLahren @realDonaldTrump HE DOES NOT GIVE A SHIT ABOUT ANYONE OTHER THAN HIMSELF !!!  GET A CLUE AND GET A GRIP !!!,MJSMD2,,-0.338418579,negative
